p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,7,7
2,0,0,0,1,1
3,2,6,0,573,581
4,146,0,0,910,1056
5,0,0,0,43,43
6,1,0,0,98,99
7,198,227,0,2273,2698
8,0,0,0,15,15
9,0,3,0,226,229
10,20,8,0,827,855
11,2,4,0,309,315
12,36,0,0,35,71
13,488,0,0,709,1197
14,11,24,0,1085,1120
15,0,2,0,158,160
16,2,2,0,397,401
17,15,37,0,2141,2193
18,3,11,0,1815,1829
19,3,2,0,194,199
20,3,11,0,786,800
21,3,13,0,682,698
22,6,10,0,799,815
23,0,0,0,264,264
24,210,9,0,401,620
25,44,82,0,1047,1173
26,9,14,0,1136,1159
27,0,0,0,10,10
28,10,9,0,491,510
29,3,12,0,421,436
30,0,0,0,5,5
31,1,0,0,196,197
32,6,11,0,767,784
33,43,82,0,718,843
34,0,0,0,54,54
35,15,32,0,1829,1876
36,11,20,0,2000,2031
37,19,12,0,2870,2901
38,4,9,0,262,275
39,13,28,0,2378,2419
40,26,18,0,376,420
41,295,281,0,1501,2077
42,157,214,0,2545,2916
43,939,41,0,675,1655
44,0,0,0,48,48
45,91,2,0,484,577
46,1,0,0,33,34
47,4,8,0,1183,1195
48,2445,1,0,2997,5443
49,20,42,0,1389,1451
50,558,0,0,1030,1588
51,12,15,0,1041,1068
52,29,20,0,180,229
53,2,0,0,491,493
54,3,2,0,136,141
55,3,15,0,561,579
56,5,16,0,1128,1149
57,0,0,0,72,72
58,0,1,0,79,80
59,0,0,0,46,46
60,5,8,0,755,768
61,23,78,0,3690,3791
62,7,24,0,972,1003
63,5,1,0,996,1002
64,1,3,0,129,133
65,67,74,0,853,994
66,24,30,0,453,507
67,2,0,0,383,385
68,1358,0,0,1904,3262
69,10,12,0,2067,2089
70,13,8,0,760,781
71,6,26,0,1237,1269
72,10,30,0,1791,1831
73,0,2,0,336,338
74,411,490,0,2044,2945
75,671,292,0,1686,2649
76,28,37,0,2896,2961
77,3,13,0,943,959
78,4,12,0,1361,1377
79,1251,0,0,2280,3531
80,19,16,0,1444,1479
81,2,10,0,799,811
82,85,378,0,2920,3383
83,24,48,0,626,698
84,0,0,0,79,79
85,5,8,0,782,795
86,2,7,0,353,362
87,355,0,0,990,1345
88,184,0,0,248,432
89,25,25,0,2122,2172
90,868,2,0,970,1840
91,9,29,0,1539,1577
92,3,39,0,1900,1942
93,6,4,0,65,75
94,6,6,0,695,707
95,18,98,0,1118,1234
96,0,0,0,72,72
97,50,132,0,1384,1566
98,0,3,0,229,232
99,0,0,0,6,6
100,2172,1,0,1593,3766
101,3,2,0,170,175
102,4,6,0,681,691
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,7,8,0,253,268
107,1249,0,0,1364,2613
108,1,6,0,379,386
109,0,0,0,151,151
110,0,0,0,0,0
111,0,0,0,13,13
112,12,18,0,1230,1260
113,714,0,0,877,1591
114,483,0,0,835,1318
115,0,1,0,167,168
116,72,107,0,1400,1579
117,2,5,0,299,306
118,0,0,0,287,287
119,6,10,0,1580,1596
120,0,2,0,165,167
121,3,7,0,470,480
122,3,4,0,311,318
123,4,16,0,659,679
124,1,5,0,276,282
125,221,0,0,393,614
126,2,5,0,764,771
127,2,24,0,951,977
128,1,2,0,43,46
129,95,187,0,2320,2602
130,14,64,0,1170,1248
131,3,11,0,329,343
132,1299,0,0,2083,3382
133,8,6,0,521,535
134,3,23,0,443,469
135,8,10,0,448,466
136,4,11,0,1031,1046
137,739,0,0,1238,1977
138,1291,0,0,1866,3157
139,2,9,0,401,412
140,1097,0,0,1128,2225
141,1590,0,0,1228,2818
142,1591,0,0,1249,2840
143,812,1,0,1119,1932
144,375,0,0,1034,1409
145,37,62,0,1139,1238
146,99,31,0,626,756
147,5,5,0,763,773
148,434,0,0,1367,1801
149,0,7,0,499,506
150,1,5,0,252,258
151,648,0,0,870,1518
152,69,44,0,704,817
153,3,3,0,247,253
154,0,0,0,19,19
155,6,10,0,1161,1177
156,2,0,0,290,292
157,4,2,0,686,692
158,460,0,0,809,1269
159,8,11,0,1177,1196
160,5,2,0,540,547
161,2893,0,0,1866,4759
162,2075,1,0,1290,3366
163,1772,1,0,1322,3095
164,1624,0,0,2432,4056
165,10,20,0,807,837
166,298,150,0,825,1273
167,2,13,0,1495,1510
168,25,19,0,1569,1613
169,6,15,0,2025,2046
170,1715,0,0,1419,3134
171,2,2,0,492,496
172,0,0,0,92,92
173,9,18,0,886,913
174,6,24,0,1212,1242
175,1,2,0,169,172
176,0,0,0,46,46
177,5,11,0,1280,1296
178,2,4,0,303,309
179,74,40,0,939,1053
180,0,2,0,381,383
181,27,77,0,1742,1846
182,7,25,0,654,686
183,2,1,0,271,274
184,0,1,0,45,46
185,1,8,0,727,736
186,3199,2,0,1541,4742
187,0,1,0,146,147
188,16,37,0,1958,2011
189,17,13,0,682,712
190,1,1,0,142,144
191,6,8,0,702,716
192,2,6,0,356,364
193,50,11,0,305,366
194,2,1,0,12,15
195,2,3,0,338,343
196,9,52,0,550,611
197,6,8,0,1011,1025
198,3,5,0,1774,1782
199,0,0,0,0,0
200,1,7,0,311,319
201,0,0,0,114,114
202,2,0,0,173,175
203,4,8,0,425,437
204,0,0,0,51,51
205,8,18,0,964,990
206,0,0,0,469,469
207,2,0,0,0,2
208,4,9,0,753,766
209,79,0,0,325,404
210,4,19,0,728,751
211,362,0,0,751,1113
212,8,12,0,764,784
213,12,31,0,1454,1497
214,0,0,0,132,132
215,12,11,0,776,799
216,12,11,0,1363,1386
217,6,5,0,369,380
218,7,11,0,522,540
219,4,3,0,518,525
220,3,22,0,759,784
221,0,0,0,265,265
222,3,9,0,357,369
223,61,88,0,1262,1411
224,216,0,0,583,799
225,6,33,0,2386,2425
226,173,50,0,1314,1537
227,4,7,0,561,572
228,6,9,0,832,847
229,1236,0,0,1188,2424
230,2614,1,0,2296,4911
231,737,1,0,1331,2069
232,86,1,0,1067,1154
233,821,0,0,1249,2070
234,1244,0,0,1330,2574
235,9,15,0,2061,2085
236,2294,11,0,1272,3577
237,2333,1,0,1318,3652
238,1362,0,0,1366,2728
239,1790,1,0,1324,3115
240,0,2,0,232,234
241,4,11,0,1454,1469
242,15,17,0,967,999
243,14,47,0,1826,1887
244,64,96,0,2315,2475
245,1,0,0,170,171
246,598,0,0,1248,1846
247,12,20,0,1618,1650
248,2,8,0,844,854
249,807,0,0,1088,1895
250,1,16,0,582,599
251,1,0,0,144,145
252,4,2,0,326,332
253,2,0,0,3,5
254,9,8,0,1331,1348
255,26,28,0,1302,1356
256,31,25,0,1428,1484
257,7,4,0,303,314
258,3,3,0,997,1003
259,6,5,0,785,796
260,71,156,0,1104,1331
261,409,1,0,588,998
262,994,0,0,1003,1997
263,1275,2,0,1173,2450
